№	Code	Browser	Sample	Sample Fallback	CLDR Short Name
1038	U+26F9 U+1F3FB U+200D U+2642 U+FE0F	⛹🏻‍♂️	⛹🏻‍♂️	⛹🏻 ♂	man bouncing ball: light skin tone
1039	U+26F9 U+1F3FC U+200D U+2642 U+FE0F	⛹🏼‍♂️	⛹🏼‍♂️	⛹🏼 ♂	man bouncing ball: medium-light skin tone
1040	U+26F9 U+1F3FD U+200D U+2642 U+FE0F	⛹🏽‍♂️	⛹🏽‍♂️	⛹🏽 ♂	man bouncing ball: medium skin tone
1041	U+26F9 U+1F3FE U+200D U+2642 U+FE0F	⛹🏾‍♂️	⛹🏾‍♂️	⛹🏾 ♂	man bouncing ball: medium-dark skin tone
1042	U+26F9 U+1F3FF U+200D U+2642 U+FE0F	⛹🏿‍♂️	⛹🏿‍♂️	⛹🏿 ♂	man bouncing ball: dark skin tone
1043	U+26F9 U+FE0F U+200D U+2640 U+FE0F	⛹️‍♀️	⛹️‍♀️	⛹ ♀	woman bouncing ball
1044	U+26F9 U+1F3FB U+200D U+2640 U+FE0F	⛹🏻‍♀️	⛹🏻‍♀️	⛹🏻 ♀	woman bouncing ball: light skin tone
1045	U+26F9 U+1F3FC U+200D U+2640 U+FE0F	⛹🏼‍♀️	⛹🏼‍♀️	⛹🏼 ♀	woman bouncing ball: medium-light skin tone
1046	U+26F9 U+1F3FD U+200D U+2640 U+FE0F	⛹🏽‍♀️	⛹🏽‍♀️	⛹🏽 ♀	woman bouncing ball: medium skin tone
1047	U+26F9 U+1F3FE U+200D U+2640 U+FE0F	⛹🏾‍♀️	⛹🏾‍♀️	⛹🏾 ♀	woman bouncing ball: medium-dark skin tone
1048	U+26F9 U+1F3FF U+200D U+2640 U+FE0F	⛹🏿‍♀️	⛹🏿‍♀️	⛹🏿 ♀	woman bouncing ball: dark skin tone
1049	U+1F3CB U+FE0F U+200D U+2642 U+FE0F	🏋️‍♂️	🏋️‍♂️	🏋 ♂	man lifting weights
1050	U+1F3CB U+1F3FB U+200D U+2642 U+FE0F	🏋🏻‍♂️	🏋🏻‍♂️	🏋🏻 ♂	man lifting weights: light skin tone
1051	U+1F3CB U+1F3FC U+200D U+2642 U+FE0F	🏋🏼‍♂️	🏋🏼‍♂️	🏋🏼 ♂	man lifting weights: medium-light skin tone
1052	U+1F3CB U+1F3FD U+200D U+2642 U+FE0F	🏋🏽‍♂️	🏋🏽‍♂️	🏋🏽 ♂	man lifting weights: medium skin tone
1053	U+1F3CB U+1F3FE U+200D U+2642 U+FE0F	🏋🏾‍♂️	🏋🏾‍♂️	🏋🏾 ♂	man lifting weights: medium-dark skin tone
1054	U+1F3CB U+1F3FF U+200D U+2642 U+FE0F	🏋🏿‍♂️	🏋🏿‍♂️	🏋🏿 ♂	man lifting weights: dark skin tone
1055	U+1F3CB U+FE0F U+200D U+2640 U+FE0F	🏋️‍♀️	🏋️‍♀️	🏋 ♀	woman lifting weights
1056	U+1F3CB U+1F3FB U+200D U+2640 U+FE0F	🏋🏻‍♀️	🏋🏻‍♀️	🏋🏻 ♀	woman lifting weights: light skin tone
1057	U+1F3CB U+1F3FC U+200D U+2640 U+FE0F	🏋🏼‍♀️	🏋🏼‍♀️	🏋🏼 ♀	woman lifting weights: medium-light skin tone
1058	U+1F3CB U+1F3FD U+200D U+2640 U+FE0F	🏋🏽‍♀️	🏋🏽‍♀️	🏋🏽 ♀	woman lifting weights: medium skin tone
1059	U+1F3CB U+1F3FE U+200D U+2640 U+FE0F	🏋🏾‍♀️	🏋🏾‍♀️	🏋🏾 ♀	woman lifting weights: medium-dark skin tone
1060	U+1F3CB U+1F3FF U+200D U+2640 U+FE0F	🏋🏿‍♀️	🏋🏿‍♀️	🏋🏿 ♀	woman lifting weights: dark skin tone
1061	U+1F6B4 U+200D U+2642 U+FE0F	🚴‍♂️	🚴‍♂️	🚴 ♂	man biking
1062	U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F	🚴🏻‍♂️	🚴🏻‍♂️	🚴🏻 ♂	man biking: light skin tone
1063	U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F	🚴🏼‍♂️	🚴🏼‍♂️	🚴🏼 ♂	man biking: medium-light skin tone
1064	U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F	🚴🏽‍♂️	🚴🏽‍♂️	🚴🏽 ♂	man biking: medium skin tone
1065	U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F	🚴🏾‍♂️	🚴🏾‍♂️	🚴🏾 ♂	man biking: medium-dark skin tone
1066	U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F	🚴🏿‍♂️	🚴🏿‍♂️	🚴🏿 ♂	man biking: dark skin tone
1067	U+1F6B4 U+200D U+2640 U+FE0F	🚴‍♀️	🚴‍♀️	🚴 ♀	woman biking
1068	U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F	🚴🏻‍♀️	🚴🏻‍♀️	🚴🏻 ♀	woman biking: light skin tone
1069	U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F	🚴🏼‍♀️	🚴🏼‍♀️	🚴🏼 ♀	woman biking: medium-light skin tone
1070	U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F	🚴🏽‍♀️	🚴🏽‍♀️	🚴🏽 ♀	woman biking: medium skin tone
1071	U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F	🚴🏾‍♀️	🚴🏾‍♀️	🚴🏾 ♀	woman biking: medium-dark skin tone
1072	U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F	🚴🏿‍♀️	🚴🏿‍♀️	🚴🏿 ♀	woman biking: dark skin tone
1073	U+1F6B5 U+200D U+2642 U+FE0F	🚵‍♂️	🚵‍♂️	🚵 ♂	man mountain biking
1074	U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F	🚵🏻‍♂️	🚵🏻‍♂️	🚵🏻 ♂	man mountain biking: light skin tone
1075	U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F	🚵🏼‍♂️	🚵🏼‍♂️	🚵🏼 ♂	man mountain biking: medium-light skin tone
1076	U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F	🚵🏽‍♂️	🚵🏽‍♂️	🚵🏽 ♂	man mountain biking: medium skin tone
1077	U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F	🚵🏾‍♂️	🚵🏾‍♂️	🚵🏾 ♂	man mountain biking: medium-dark skin tone
1078	U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F	🚵🏿‍♂️	🚵🏿‍♂️	🚵🏿 ♂	man mountain biking: dark skin tone
1079	U+1F6B5 U+200D U+2640 U+FE0F	🚵‍♀️	🚵‍♀️	🚵 ♀	woman mountain biking
1080	U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F	🚵🏻‍♀️	🚵🏻‍♀️	🚵🏻 ♀	woman mountain biking: light skin tone
1081	U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F	🚵🏼‍♀️	🚵🏼‍♀️	🚵🏼 ♀	woman mountain biking: medium-light skin tone
1082	U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F	🚵🏽‍♀️	🚵🏽‍♀️	🚵🏽 ♀	woman mountain biking: medium skin tone
1083	U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F	🚵🏾‍♀️	🚵🏾‍♀️	🚵🏾 ♀	woman mountain biking: medium-dark skin tone
1084	U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F	🚵🏿‍♀️	🚵🏿‍♀️	🚵🏿 ♀	woman mountain biking: dark skin tone
1085	U+1F938 U+200D U+2642 U+FE0F	🤸‍♂️	🤸‍♂️	🤸 ♂	man cartwheeling
1086	U+1F938 U+1F3FB U+200D U+2642 U+FE0F	🤸🏻‍♂️	🤸🏻‍♂️	🤸🏻 ♂	man cartwheeling: light skin tone
1087	U+1F938 U+1F3FC U+200D U+2642 U+FE0F	🤸🏼‍♂️	🤸🏼‍♂️	🤸🏼 ♂	man cartwheeling: medium-light skin tone
1088	U+1F938 U+1F3FD U+200D U+2642 U+FE0F	🤸🏽‍♂️	🤸🏽‍♂️	🤸🏽 ♂	man cartwheeling: medium skin tone
1089	U+1F938 U+1F3FE U+200D U+2642 U+FE0F	🤸🏾‍♂️	🤸🏾‍♂️	🤸🏾 ♂	man cartwheeling: medium-dark skin tone
1090	U+1F938 U+1F3FF U+200D U+2642 U+FE0F	🤸🏿‍♂️	🤸🏿‍♂️	🤸🏿 ♂	man cartwheeling: dark skin tone
1091	U+1F938 U+200D U+2640 U+FE0F	🤸‍♀️	🤸‍♀️	🤸 ♀	woman cartwheeling
1092	U+1F938 U+1F3FB U+200D U+2640 U+FE0F	🤸🏻‍♀️	🤸🏻‍♀️	🤸🏻 ♀	woman cartwheeling: light skin tone
1093	U+1F938 U+1F3FC U+200D U+2640 U+FE0F	🤸🏼‍♀️	🤸🏼‍♀️	🤸🏼 ♀	woman cartwheeling: medium-light skin tone
1094	U+1F938 U+1F3FD U+200D U+2640 U+FE0F	🤸🏽‍♀️	🤸🏽‍♀️	🤸🏽 ♀	woman cartwheeling: medium skin tone
1095	U+1F938 U+1F3FE U+200D U+2640 U+FE0F	🤸🏾‍♀️	🤸🏾‍♀️	🤸🏾 ♀	woman cartwheeling: medium-dark skin tone
1096	U+1F938 U+1F3FF U+200D U+2640 U+FE0F	🤸🏿‍♀️	🤸🏿‍♀️	🤸🏿 ♀	woman cartwheeling: dark skin tone
1097	U+1F93C U+200D U+2642 U+FE0F	🤼‍♂️	🤼‍♂️	🤼 ♂	men wrestling
1098	U+1F93C U+200D U+2640 U+FE0F	🤼‍♀️	🤼‍♀️	🤼 ♀	women wrestling
1099	U+1F93D U+200D U+2642 U+FE0F	🤽‍♂️	🤽‍♂️	🤽 ♂	man playing water polo
1100	U+1F93D U+1F3FB U+200D U+2642 U+FE0F	🤽🏻‍♂️	🤽🏻‍♂️	🤽🏻 ♂	man playing water polo: light skin tone
1101	U+1F93D U+1F3FC U+200D U+2642 U+FE0F	🤽🏼‍♂️	🤽🏼‍♂️	🤽🏼 ♂	man playing water polo: medium-light skin tone
1102	U+1F93D U+1F3FD U+200D U+2642 U+FE0F	🤽🏽‍♂️	🤽🏽‍♂️	🤽🏽 ♂	man playing water polo: medium skin tone
1103	U+1F93D U+1F3FE U+200D U+2642 U+FE0F	🤽🏾‍♂️	🤽🏾‍♂️	🤽🏾 ♂	man playing water polo: medium-dark skin tone
1104	U+1F93D U+1F3FF U+200D U+2642 U+FE0F	🤽🏿‍♂️	🤽🏿‍♂️	🤽🏿 ♂	man playing water polo: dark skin tone
1105	U+1F93D U+200D U+2640 U+FE0F	🤽‍♀️	🤽‍♀️	🤽 ♀	woman playing water polo
1106	U+1F93D U+1F3FB U+200D U+2640 U+FE0F	🤽🏻‍♀️	🤽🏻‍♀️	🤽🏻 ♀	woman playing water polo: light skin tone
1107	U+1F93D U+1F3FC U+200D U+2640 U+FE0F	🤽🏼‍♀️	🤽🏼‍♀️	🤽🏼 ♀	woman playing water polo: medium-light skin tone
1108	U+1F93D U+1F3FD U+200D U+2640 U+FE0F	🤽🏽‍♀️	🤽🏽‍♀️	🤽🏽 ♀	woman playing water polo: medium skin tone
1109	U+1F93D U+1F3FE U+200D U+2640 U+FE0F	🤽🏾‍♀️	🤽🏾‍♀️	🤽🏾 ♀	woman playing water polo: medium-dark skin tone
1110	U+1F93D U+1F3FF U+200D U+2640 U+FE0F	🤽🏿‍♀️	🤽🏿‍♀️	🤽🏿 ♀	woman playing water polo: dark skin tone
1111	U+1F93E U+200D U+2642 U+FE0F	🤾‍♂️	🤾‍♂️	🤾 ♂	man playing handball
1112	U+1F93E U+1F3FB U+200D U+2642 U+FE0F	🤾🏻‍♂️	🤾🏻‍♂️	🤾🏻 ♂	man playing handball: light skin tone
1113	U+1F93E U+1F3FC U+200D U+2642 U+FE0F	🤾🏼‍♂️	🤾🏼‍♂️	🤾🏼 ♂	man playing handball: medium-light skin tone
1114	U+1F93E U+1F3FD U+200D U+2642 U+FE0F	🤾🏽‍♂️	🤾🏽‍♂️	🤾🏽 ♂	man playing handball: medium skin tone
1115	U+1F93E U+1F3FE U+200D U+2642 U+FE0F	🤾🏾‍♂️	🤾🏾‍♂️	🤾🏾 ♂	man playing handball: medium-dark skin tone
1116	U+1F93E U+1F3FF U+200D U+2642 U+FE0F	🤾🏿‍♂️	🤾🏿‍♂️	🤾🏿 ♂	man playing handball: dark skin tone
1117	U+1F93E U+200D U+2640 U+FE0F	🤾‍♀️	🤾‍♀️	🤾 ♀	woman playing handball
1118	U+1F93E U+1F3FB U+200D U+2640 U+FE0F	🤾🏻‍♀️	🤾🏻‍♀️	🤾🏻 ♀	woman playing handball: light skin tone
1119	U+1F93E U+1F3FC U+200D U+2640 U+FE0F	🤾🏼‍♀️	🤾🏼‍♀️	🤾🏼 ♀	woman playing handball: medium-light skin tone
1120	U+1F93E U+1F3FD U+200D U+2640 U+FE0F	🤾🏽‍♀️	🤾🏽‍♀️	🤾🏽 ♀	woman playing handball: medium skin tone
1121	U+1F93E U+1F3FE U+200D U+2640 U+FE0F	🤾🏾‍♀️	🤾🏾‍♀️	🤾🏾 ♀	woman playing handball: medium-dark skin tone
1122	U+1F93E U+1F3FF U+200D U+2640 U+FE0F	🤾🏿‍♀️	🤾🏿‍♀️	🤾🏿 ♀	woman playing handball: dark skin tone
1123	U+1F939 U+200D U+2642 U+FE0F	🤹‍♂️	🤹‍♂️	🤹 ♂	man juggling
1124	U+1F939 U+1F3FB U+200D U+2642 U+FE0F	🤹🏻‍♂️	🤹🏻‍♂️	🤹🏻 ♂	man juggling: light skin tone
1125	U+1F939 U+1F3FC U+200D U+2642 U+FE0F	🤹🏼‍♂️	🤹🏼‍♂️	🤹🏼 ♂	man juggling: medium-light skin tone
1126	U+1F939 U+1F3FD U+200D U+2642 U+FE0F	🤹🏽‍♂️	🤹🏽‍♂️	🤹🏽 ♂	man juggling: medium skin tone
1127	U+1F939 U+1F3FE U+200D U+2642 U+FE0F	🤹🏾‍♂️	🤹🏾‍♂️	🤹🏾 ♂	man juggling: medium-dark skin tone
1128	U+1F939 U+1F3FF U+200D U+2642 U+FE0F	🤹🏿‍♂️	🤹🏿‍♂️	🤹🏿 ♂	man juggling: dark skin tone
1129	U+1F939 U+200D U+2640 U+FE0F	🤹‍♀️	🤹‍♀️	🤹 ♀	woman juggling
1130	U+1F939 U+1F3FB U+200D U+2640 U+FE0F	🤹🏻‍♀️	🤹🏻‍♀️	🤹🏻 ♀	woman juggling: light skin tone
1131	U+1F939 U+1F3FC U+200D U+2640 U+FE0F	🤹🏼‍♀️	🤹🏼‍♀️	🤹🏼 ♀	woman juggling: medium-light skin tone
1132	U+1F939 U+1F3FD U+200D U+2640 U+FE0F	🤹🏽‍♀️	🤹🏽‍♀️	🤹🏽 ♀	woman juggling: medium skin tone
1133	U+1F939 U+1F3FE U+200D U+2640 U+FE0F	🤹🏾‍♀️	🤹🏾‍♀️	🤹🏾 ♀	woman juggling: medium-dark skin tone
1134	U+1F939 U+1F3FF U+200D U+2640 U+FE0F	🤹🏿‍♀️	🤹🏿‍♀️	🤹🏿 ♀	woman juggling: dark skin tone
1135	U+1F9D8 U+200D U+2642 U+FE0F	🧘‍♂️	🧘‍♂️	🧘 ♂	man in lotus position
1136	U+1F9D8 U+1F3FB U+200D U+2642 U+FE0F	🧘🏻‍♂️	🧘🏻‍♂️	🧘🏻 ♂	man in lotus position: light skin tone
1137	U+1F9D8 U+1F3FC U+200D U+2642 U+FE0F	🧘🏼‍♂️	🧘🏼‍♂️	🧘🏼 ♂	man in lotus position: medium-light skin tone
1138	U+1F9D8 U+1F3FD U+200D U+2642 U+FE0F	🧘🏽‍♂️	🧘🏽‍♂️	🧘🏽 ♂	man in lotus position: medium skin tone
1139	U+1F9D8 U+1F3FE U+200D U+2642 U+FE0F	🧘🏾‍♂️	🧘🏾‍♂️	🧘🏾 ♂	man in lotus position: medium-dark skin tone
1140	U+1F9D8 U+1F3FF U+200D U+2642 U+FE0F	🧘🏿‍♂️	🧘🏿‍♂️	🧘🏿 ♂	man in lotus position: dark skin tone
1141	U+1F9D8 U+200D U+2640 U+FE0F	🧘‍♀️	🧘‍♀️	🧘 ♀	woman in lotus position
1142	U+1F9D8 U+1F3FB U+200D U+2640 U+FE0F	🧘🏻‍♀️	🧘🏻‍♀️	🧘🏻 ♀	woman in lotus position: light skin tone
1143	U+1F9D8 U+1F3FC U+200D U+2640 U+FE0F	🧘🏼‍♀️	🧘🏼‍♀️	🧘🏼 ♀	woman in lotus position: medium-light skin tone
1144	U+1F9D8 U+1F3FD U+200D U+2640 U+FE0F	🧘🏽‍♀️	🧘🏽‍♀️	🧘🏽 ♀	woman in lotus position: medium skin tone
1145	U+1F9D8 U+1F3FE U+200D U+2640 U+FE0F	🧘🏾‍♀️	🧘🏾‍♀️	🧘🏾 ♀	woman in lotus position: medium-dark skin tone
1146	U+1F9D8 U+1F3FF U+200D U+2640 U+FE0F	🧘🏿‍♀️	🧘🏿‍♀️	🧘🏿 ♀	woman in lotus position: dark skin tone
1147	U+1F9D1 U+200D U+1F91D U+200D U+1F9D1	🧑‍🤝‍🧑	🧑‍🤝‍🧑	🧑 🤝 🧑	people holding hands
1148	U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FB	🧑🏻‍🤝‍🧑🏻	🧑🏻‍🤝‍🧑🏻	🧑🏻 🤝 🧑🏻	people holding hands: light skin tone
1149	U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FC	🧑🏻‍🤝‍🧑🏼	🧑🏻‍🤝‍🧑🏼	🧑🏻 🤝 🧑🏼	people holding hands: light skin tone, medium-light skin tone
1150	U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	🧑🏻‍🤝‍🧑🏽	🧑🏻‍🤝‍🧑🏽	🧑🏻 🤝 🧑🏽	people holding hands: light skin tone, medium skin tone
1151	U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	🧑🏻‍🤝‍🧑🏾	🧑🏻‍🤝‍🧑🏾	🧑🏻 🤝 🧑🏾	people holding hands: light skin tone, medium-dark skin tone
1152	U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	🧑🏻‍🤝‍🧑🏿	🧑🏻‍🤝‍🧑🏿	🧑🏻 🤝 🧑🏿	people holding hands: light skin tone, dark skin tone
1153	U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FB	🧑🏼‍🤝‍🧑🏻	🧑🏼‍🤝‍🧑🏻	🧑🏼 🤝 🧑🏻	people holding hands: medium-light skin tone, light skin tone
1154	U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FC	🧑🏼‍🤝‍🧑🏼	🧑🏼‍🤝‍🧑🏼	🧑🏼 🤝 🧑🏼	people holding hands: medium-light skin tone
1155	U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	🧑🏼‍🤝‍🧑🏽	🧑🏼‍🤝‍🧑🏽	🧑🏼 🤝 🧑🏽	people holding hands: medium-light skin tone, medium skin tone
1156	U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	🧑🏼‍🤝‍🧑🏾	🧑🏼‍🤝‍🧑🏾	🧑🏼 🤝 🧑🏾	people holding hands: medium-light skin tone, medium-dark skin tone
1157	U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	🧑🏼‍🤝‍🧑🏿	🧑🏼‍🤝‍🧑🏿	🧑🏼 🤝 🧑🏿	people holding hands: medium-light skin tone, dark skin tone
1158	U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FB	🧑🏽‍🤝‍🧑🏻	🧑🏽‍🤝‍🧑🏻	🧑🏽 🤝 🧑🏻	people holding hands: medium skin tone, light skin tone
1159	U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FC	🧑🏽‍🤝‍🧑🏼	🧑🏽‍🤝‍🧑🏼	🧑🏽 🤝 🧑🏼	people holding hands: medium skin tone, medium-light skin tone
1160	U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	🧑🏽‍🤝‍🧑🏽	🧑🏽‍🤝‍🧑🏽	🧑🏽 🤝 🧑🏽	people holding hands: medium skin tone
1161	U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	🧑🏽‍🤝‍🧑🏾	🧑🏽‍🤝‍🧑🏾	🧑🏽 🤝 🧑🏾	people holding hands: medium skin tone, medium-dark skin tone
1162	U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	🧑🏽‍🤝‍🧑🏿	🧑🏽‍🤝‍🧑🏿	🧑🏽 🤝 🧑🏿	people holding hands: medium skin tone, dark skin tone
1163	U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FB	🧑🏾‍🤝‍🧑🏻	🧑🏾‍🤝‍🧑🏻	🧑🏾 🤝 🧑🏻	people holding hands: medium-dark skin tone, light skin tone
1164	U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FC	🧑🏾‍🤝‍🧑🏼	🧑🏾‍🤝‍🧑🏼	🧑🏾 🤝 🧑🏼	people holding hands: medium-dark skin tone, medium-light skin tone
1165	U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	🧑🏾‍🤝‍🧑🏽	🧑🏾‍🤝‍🧑🏽	🧑🏾 🤝 🧑🏽	people holding hands: medium-dark skin tone, medium skin tone
1166	U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	🧑🏾‍🤝‍🧑🏾	🧑🏾‍🤝‍🧑🏾	🧑🏾 🤝 🧑🏾	people holding hands: medium-dark skin tone
1167	U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	🧑🏾‍🤝‍🧑🏿	🧑🏾‍🤝‍🧑🏿	🧑🏾 🤝 🧑🏿	people holding hands: medium-dark skin tone, dark skin tone
1168	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FB	🧑🏿‍🤝‍🧑🏻	🧑🏿‍🤝‍🧑🏻	🧑🏿 🤝 🧑🏻	people holding hands: dark skin tone, light skin tone
1169	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FC	🧑🏿‍🤝‍🧑🏼	🧑🏿‍🤝‍🧑🏼	🧑🏿 🤝 🧑🏼	people holding hands: dark skin tone, medium-light skin tone
1170	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	🧑🏿‍🤝‍🧑🏽	🧑🏿‍🤝‍🧑🏽	🧑🏿 🤝 🧑🏽	people holding hands: dark skin tone, medium skin tone
1171	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	🧑🏿‍🤝‍🧑🏾	🧑🏿‍🤝‍🧑🏾	🧑🏿 🤝 🧑🏾	people holding hands: dark skin tone, medium-dark skin tone
1172	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	🧑🏿‍🤝‍🧑🏿	🧑🏿‍🤝‍🧑🏿	🧑🏿 🤝 🧑🏿	people holding hands: dark skin tone
1173	U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FC	👩🏻‍🤝‍👩🏼	👩🏻‍🤝‍👩🏼	👩🏻 🤝 👩🏼	women holding hands: light skin tone, medium-light skin tone
1174	U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FD	👩🏻‍🤝‍👩🏽	👩🏻‍🤝‍👩🏽	👩🏻 🤝 👩🏽	women holding hands: light skin tone, medium skin tone
1175	U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FE	👩🏻‍🤝‍👩🏾	👩🏻‍🤝‍👩🏾	👩🏻 🤝 👩🏾	women holding hands: light skin tone, medium-dark skin tone
1176	U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FF	👩🏻‍🤝‍👩🏿	👩🏻‍🤝‍👩🏿	👩🏻 🤝 👩🏿	women holding hands: light skin tone, dark skin tone
1177	U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FB	👩🏼‍🤝‍👩🏻	👩🏼‍🤝‍👩🏻	👩🏼 🤝 👩🏻	women holding hands: medium-light skin tone, light skin tone
1178	U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FD	👩🏼‍🤝‍👩🏽	👩🏼‍🤝‍👩🏽	👩🏼 🤝 👩🏽	women holding hands: medium-light skin tone, medium skin tone
1179	U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FE	👩🏼‍🤝‍👩🏾	👩🏼‍🤝‍👩🏾	👩🏼 🤝 👩🏾	women holding hands: medium-light skin tone, medium-dark skin tone
1180	U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FF	👩🏼‍🤝‍👩🏿	👩🏼‍🤝‍👩🏿	👩🏼 🤝 👩🏿	women holding hands: medium-light skin tone, dark skin tone
1181	U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FB	👩🏽‍🤝‍👩🏻	👩🏽‍🤝‍👩🏻	👩🏽 🤝 👩🏻	women holding hands: medium skin tone, light skin tone
1182	U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FC	👩🏽‍🤝‍👩🏼	👩🏽‍🤝‍👩🏼	👩🏽 🤝 👩🏼	women holding hands: medium skin tone, medium-light skin tone
1183	U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FE	👩🏽‍🤝‍👩🏾	👩🏽‍🤝‍👩🏾	👩🏽 🤝 👩🏾	women holding hands: medium skin tone, medium-dark skin tone
1184	U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FF	👩🏽‍🤝‍👩🏿	👩🏽‍🤝‍👩🏿	👩🏽 🤝 👩🏿	women holding hands: medium skin tone, dark skin tone
1185	U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FB	👩🏾‍🤝‍👩🏻	👩🏾‍🤝‍👩🏻	👩🏾 🤝 👩🏻	women holding hands: medium-dark skin tone, light skin tone
1186	U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FC	👩🏾‍🤝‍👩🏼	👩🏾‍🤝‍👩🏼	👩🏾 🤝 👩🏼	women holding hands: medium-dark skin tone, medium-light skin tone
1187	U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FD	👩🏾‍🤝‍👩🏽	👩🏾‍🤝‍👩🏽	👩🏾 🤝 👩🏽	women holding hands: medium-dark skin tone, medium skin tone
1188	U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FF	👩🏾‍🤝‍👩🏿	👩🏾‍🤝‍👩🏿	👩🏾 🤝 👩🏿	women holding hands: medium-dark skin tone, dark skin tone
1189	U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FB	👩🏿‍🤝‍👩🏻	👩🏿‍🤝‍👩🏻	👩🏿 🤝 👩🏻	women holding hands: dark skin tone, light skin tone
1190	U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FC	👩🏿‍🤝‍👩🏼	👩🏿‍🤝‍👩🏼	👩🏿 🤝 👩🏼	women holding hands: dark skin tone, medium-light skin tone
